Book Id	Title	Sort Character	Primary Author	Primary Author Role	Secondary Author	Secondary Author Roles	Publication	Date	Review	Rating	Comment	Private Comment	Summary	Media	Physical Description	Weight	Height	Thickness	Length	Dimensions	Page Count	LCCN	Acquired	Date Started	Date Read	Barcode	BCID	Tags	Collections	Languages	Original Languages	LC Classification	ISBN	ISBNs	Subjects	Dewey Decimal	Dewey Wording	Other Call Number	Copies	Source	Entry Date	From Where	OCLC	Work id	Lending Patron	Lending Status	Lending Start	Lending End
208333175	The Checklist Manifesto: How to Get Things Right	5	Gawande, Atul	Author			Metropolitan Books (2009), Edition: First, 224 pages	2009		3			The Checklist Manifesto: How to Get Things Right by Atul Gawande (2009)	Hardcover	208 p.; 8.55 inches	0.7 pounds	8.5499829 inches	0.8850376 inches	5.89 inches	8.5499829 x 5.89 x 0.8850376 inches	208 				[2021-05-06]				Read but unowned	English	English	RA399.A1 G39	[0805091742]	0805091742, 9780805091748		610.289	Auxiliary techniques and procedures; apparatus, equipment, materials > Compends > Medicine > Medicine and health > Technology and Application of Knowledge		1	amazon.com books	[2021-11-11]			8891944				
208333178	So Good They Can't Ignore You: Why Skills Trump Passion in the Quest for Work You Love	1	Newport, Cal	Author			Grand Central Publishing (2012), 174 pages	2012		3			So Good They Can't Ignore You: Why Skills Trump Passion in the Quest for Work You Love by Cal Newport (2012)	Ebook	288 p.						288 				[2021-05-07]			nonfiction	Read but unowned	English	English	HF5381 .N497	[]			650.1	Business > Management and auxiliary services > Personal success in business > Technology and Application of Knowledge		1	amazon.com books	[2021-11-11]			12857901				
208333179	Leading from Anywhere: The Essential Guide to Managing Remote Teams	1	Burkus, David	Author			Mariner Books (2021), 256 pages	2021		3			Leading from Anywhere: The Essential Guide to Managing Remote Teams by David Burkus (2021)	Hardcover	256 p.; 8.25 inches	0.75 pounds	8.25 inches	0.969 inches	5.5 inches	8.25 x 5.5 x 0.969 inches	256 				[2021-05-16]				Read but unowned	English	English		[0358533279]	0358533279, 9780358533276		658.4	Executive > Management > Management and auxiliary services > Technology and Application of Knowledge		1	amazon.com books	[2021-11-11]			25988912				
208333180	The ADHD Advantage: What You Thought Was a Diagnosis May Be Your Greatest Strength	5	Archer MD, Dale	Author			Avery (2015), 304 pages	2015		1			The ADHD Advantage: What You Thought Was a Diagnosis May Be Your Greatest Strength by Dale Archer MD (2015)	Hardcover	304 p.; 9.29 inches	1.2 pounds	9.29 inches	1.22 inches	6.29 inches	9.29 x 6.29 x 1.22 inches	304 				[2021-05-22]				Read but unowned	English	English	RJ506.H9 A73	[1594633517]	1594633517, 9781594633515		618.92	Gynecology and Pediatrics > Medicine and health > Pediatric Care > Pediatrics & Geriatrics > Technology and Application of Knowledge		1	amazon.com books	[2021-11-11]			15991199				
208333181	It Begins with Please and Doesn't End with Thank You: Transforming Business Etiquette into Sales Performance	1	Baldry, Edwin				Publisher Unknown, Kindle Edition, null pages	2021	Edwin P. Baldry lays out a unique format on the common topic of etiquette and behavior.  While the book's focus is primarily on sales roles, many sections intersect with all walks of life.  A key example is the importance of following up and giving proper thanks.  The format stands out, as each chapter includes a parable discussing the concept and one or more sections on implementing the idea.<br/><br/>Additionally, where relevant, there are discussions on how COVID has affected etiquette protocols.  For example, we have options for replacing handshakes in a world where social distancing is a requirement.<br/><br/>Any time there is an opportunity to associate an idea with another chapter, the author takes it.  This pattern allows the reader to go backward or forward in the book to build their connections.<br/><br/>I received this book as an ARC from NetGalley and the publisher, River Grove Books, in exchange for an honest and unbiased review.	4			It Begins with Please and Doesn't End with Thank You: Transforming Business Etiquette into Sales Performance by Edwin Baldry (2021)	Ebook							null 				[2021-10-18]			netgalley, nonfiction	Your library				[1087915708]	1087915708, 9781087915708					1		[2021-11-11]			27290104				
208333182	I'm So Effing Tired: A Proven Plan to Beat Burnout, Boost Your Energy and Reclaim Your Life	1	Shah, Amy, M.D.	Autor			HMH Books (2021), Edition: 1, 321 pages	2021		3			I'm So Effing Tired: A Proven Plan to Beat Burnout, Boost Your Energy and Reclaim Your Life by Amy Shah, M.D. (2021)	Hardcover	336 p.; 9 inches	1.15 pounds	9 inches	1.194 inches	6 inches	9 x 6 x 1.194 inches	336 				[2021-05-17]			nonfiction	Read but unowned	English			[0358446422]	0358446422, 9780358446422					1	amazon.com books	[2021-11-11]			25810803				
208333183	Rich Dad's Retire Young, Retire Rich: How to Get Rich Quickly and Stay Rich Forever!	1	Kiyosaki, Robert T.	Author			Sphere (2003), 416 pages	2003		4			Rich Dad's Retire Young, Retire Rich: How to Get Rich Quickly and Stay Rich Forever! by Robert T. Kiyosaki (2003)	Paperback	383 p.	0.71 pounds	7.64 inches	1.1 inches	5.04 inches	7.64 x 5.04 x 1.1 inches	383 				[2021-05-20]				Read but unowned	English	English	HG179 .K566	[075153420X]	075153420X, 9780751534207	Finance, Personal|Financial security|Retirement income|Wealth|wealth	332.02401	Economics > Finance > Miscellany And Personal Finance > Personal Finance > Social Sciences		1	amazon.com books	[2021-11-11]			63776				
208333184	The Sea of Monsters (Percy Jackson and the Olympians, Book 2)	5	Riordan, Rick	Author			Scholastic (2006), 279 pages	2006		4			The Sea of Monsters (Percy Jackson and the Olympians, Book 2) by Rick Riordan (2006)	Hardcover	279 p.; 8.6 inches	1 pound	8.6 inches	1.2 inches	5.9 inches	8.6 x 5.9 x 1.2 inches	279 				[2021-05-17]				Read but unowned	English	English	PZ7.R4829 S	[0545271908]	0545271908, 9780545271905	Camps > Fiction|Fantasy fiction|Fathers and sons > Fiction|Friendship > Fiction|Hades (Greek deity) > Fiction|Mythology, Greek > Fiction|Mythology, Greek > Juvenile fiction|Poseidon (Greek deity) > Fiction|Zeus (Greek deity) > Fiction|fantasy fiction	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			1491561				
208333185	Social Media Is Bullshit	1	Mendelson, B. J.	Author			St. Martin's Press (2012), Edition: First Edition, 240 pages	2012		3			Social Media Is Bullshit by B. J. Mendelson (2012)	Hardcover	240 p.; 8.5 inches	1 pound	8.499983 inches	0.6870065 inches	5.499989 inches	8.499983 x 5.499989 x 0.6870065 inches	240 				[2021-05-26]			nonfiction	Read but unowned	English	English	HM742 .M4596	[1250002958]	1250002958, 9781250002952		302.23	Communication > Media (Means of communication) > Social Interaction > Social Sciences > Social Sciences		1	amazon.com books	[2021-11-11]			12793736				
208333186	The Grownup	5	Flynn, Gillian				Broadway Books, Kindle Edition, 64 pages	2015		4			The Grownup by Gillian Flynn (2015)	Ebook							64 				[2021-10-10]				Read but unowned		English	PS3606.L935 G76	[]			813.6	21st Century > American fiction > English (North America) > Literature		1		[2021-11-11]			16349040				
208333187	Playing with FIRE (Financial Independence Retire Early): How Far Would You Go for Financial Freedom?	1	Rieckens, Scott	Author			New World Library (2019), 300 pages	2019		3			Playing with FIRE (Financial Independence Retire Early): How Far Would You Go for Financial Freedom? by Scott Rieckens (2019)	Paperback	224 p.; 8.3 inches	0.45 pounds	8.3 inches	0.6 inches	5.6 inches	8.3 x 5.6 x 0.6 inches	224 				[2021-05-21]				Read but unowned	English	English	R549	[1608685802]	1608685802, 9781608685806		332.024	Economics > Finance > Miscellany And Personal Finance > Personal Finance > Social Sciences		1	amazon.com books	[2021-11-11]			22700201				
208333188	The Tao of Pooh (The Wisdom of Pooh)	5	Hoff, Benjamin	Author	Shepard, E. H.	Illustrator	Egmont (2015), Edition: New edition, 176 pages	2003		4			The Tao of Pooh (The Wisdom of Pooh) by Benjamin Hoff (2003)	Paperback	176 p.	0.35 pounds	7.8 inches	0.63 inches	4.96 inches	7.8 x 4.96 x 0.63 inches	176 				[2021-05-23]				Read but unowned	English	English	PR6025.I65 Z68	[1405204265]	1405204265, 9781405204262	Children > Books and reading > Great Britain > History > 20th century|Children > Great Britain > History|Children's stories, English > History and criticism|Children's stories, English > History and criticism|Milne, A. A. (Alan Alexander), 1882-1956 > Characters > Winnie the Pooh|Milne, A. A. (Alan Alexander), 1882-1956 > Characters > Winnie-the-Pooh|Milne, A. A. (Alan Alexander), 1882-1956 > Religion|Taoism|Taoism in literature|Teddy bears in literature|Winnie-the-Pooh (Fictitious character)|taoism	299.514	By Region/Civilization > Of Asian Origin > Other Religions > Religions > Religions of Chinese Origin > Taoism		1	amazon.com books	[2021-11-11]			6058				
208333189	The Sword of Summer (Magnus Chase and the Gods of Asgard, #1)	5	Riordan, Rick				Disney Hyperion, Kindle Edition, 491 pages	2015		4			The Sword of Summer (Magnus Chase and the Gods of Asgard, #1) by Rick Riordan (2015)	Ebook							491 				[2021-10-09]				Read but unowned		English	PZ7.R4829 S	[]			813.6	21st Century > American fiction > English (North America) > Literature		1		[2021-11-11]			14248985				
208333190	Sex for One: The Joy of Selfloving	1	Dodson, Betty	Author			Harmony (1996), Edition: Reissue, 208 pages	1996		2			Sex for One: The Joy of Selfloving by Betty Dodson (1996)	Paperback	208 p.; 9 inches	0.50044933474 pounds	9 inches	0.5 inches	6 inches	9 x 6 x 0.5 inches	208 				[2021-05-21]				Read but unowned	English	English	HQ447 .D59	[0517886073]	0517886073, 9780517886076	Masturbation	306.772	Culture and Institutions > Practices > Relations between the sexes, sexualities, love > Self-pleasure > Social Sciences > Social Sciences		1	amazon.com books	[2021-11-11]			249730				
208333191	The Upskilling Imperative: 5 Ways to Make Learning Core to the Way We Work	5	Osborne, Shelley	Author			McGraw-Hill Education (2020), Edition: 1, 224 pages	2020		3			The Upskilling Imperative: 5 Ways to Make Learning Core to the Way We Work by Shelley Osborne (2020)	Hardcover	224 p.; 9.3 inches	0.9700339528 pounds	9.3 inches	1.1 inches	6.3 inches	9.3 x 6.3 x 1.1 inches	224 				[2021-06-01]				Read but unowned	English	English	HD5715	[126046668X]	126046668X, 9781260466683		658.3	Management > Management and auxiliary services > Of Personnel > Technology and Application of Knowledge		1	amazon.com books	[2021-11-11]			26168213				
208333192	Flexible Working: How to Implement Flexibility in the Workplace to Improve Employee and Business Performance	1	Dale, Gemma	Author			Kogan Page (2020), Edition: 1, 248 pages	2020		3			Flexible Working: How to Implement Flexibility in the Workplace to Improve Employee and Business Performance by Gemma Dale (2020)	Paperback	288 p.; 9.25 inches	0.8377565956 pounds	9.25 inches	0.62992 inches	6.18109 inches	9.25 x 6.18109 x 0.62992 inches	288 				[2021-05-24]			nonfiction	Read but unowned	English	English		[1789665892]	1789665892, 9781789665895					1	amazon.com books	[2021-11-11]			27289798				
208333193	Broke Millennial: Stop Scraping By and Get Your Financial Life Together (Broke Millennial Series)	1	Lowry, Erin	Author			TarcherPerigee (2017), 288 pages	2017		4			Broke Millennial: Stop Scraping By and Get Your Financial Life Together (Broke Millennial Series) by Erin Lowry (2017)	Paperback	288 p.; 8.27 inches	0.58642961692 pounds	8.27 inches	0.8 inches	5.5 inches	8.27 x 5.5 x 0.8 inches	288 				[2021-05-27]				Read but unowned	English	English	HG179.L696	[0143130404]	0143130404, 9780143130406		332.024	Economics > Finance > Miscellany And Personal Finance > Personal Finance > Social Sciences		1	amazon.com books	[2021-11-11]			19534798				
208333194	Ready Player One (Ready Player One, #1)	1	Cline, Ernest				Broadway Books, Kindle Edition, 386 pages	2011		4			Ready Player One (Ready Player One, #1) by Ernest Cline (2011)	Ebook							386 				[2021-10-02]				Read but unowned		English	PS3603.L548 R43	[]			813.6	21st Century > American fiction > English (North America) > Literature		1		[2021-11-11]			10966683				
208333195	Find Your Why: A Practical Guide for Discovering Purpose for You and Your Team	1	Sinek, Simon	Author	Mead, David|Docker, Peter	Author|Author	Portfolio (2017), Edition: Illustrated, 256 pages	2017		3			Find Your Why: A Practical Guide for Discovering Purpose for You and Your Team by Simon Sinek (2017)	Paperback	256 p.; 9.1 inches	1 pound	9.1 inches	0.6 inches	7.3 inches	9.1 x 7.3 x 0.6 inches	256 				[2021-06-10]				Read but unowned	English	English	BF327 .S56	[0143111728]	0143111728, 9780143111726		152.4	Emotions > Emotions And Senses > Philosophy and Psychology > Psychology		1	amazon.com books	[2021-11-11]			18663085				
208333196	F*ck Feelings: One Shrink's Practical Advice for Managing All Life's Impossible Problems	1	Bennett MD, Michael	Author	Bennett, Sarah	Author	Simon & Schuster (2015), 384 pages	2015		3			F*ck Feelings: One Shrink's Practical Advice for Managing All Life's Impossible Problems by Michael Bennett MD (2015)	Hardcover	384 p.; 8.25 inches	0.96 pounds	8.25 inches	1.3 inches	5.5 inches	8.25 x 5.5 x 1.3 inches	384 				[2021-05-25]			nonfiction	Read but unowned	English	English	BF449 .B46	[1476789991]	1476789991, 9781476789996		158	Applied Psychology > Philosophy and Psychology > Psychology		1	amazon.com books	[2021-11-11]			15938543				
208333197	The Graveyard Book	5	Gaiman, Neil				HarperCollins, Kindle Edition, 325 pages	2009	A book about a boy raised in a graveyard and learning about the world from old-timey ghosts. What’s not to like?<br/><br/>Well… I wanted to like this book, but it couldn’t hold my attention. I read about 1/3 of the book, but I couldn’t connect to the characters and didn’t feel the plot was going in a cohesive direction. It’s my first time reading a book by Neil Gaiman, so it’s possible his style isn’t for me; however, there were enough intriguing threads in what I read that I’m open to trying out his other works.<br/><br/>The author does a great job of paying off foreshadowing in a satisfying way and immediately reminded me of the setup, even if the payoff itself didn’t resonate with me.<br/><br/>It wasn’t for me, but I wouldn’t be surprised to see positive reviews either.	2			The Graveyard Book by Neil Gaiman (2009)	Ebook							325 				[2021-09-29]			fiction, booktube	Did Not Finish		English	PZ7.G1273 G	[]		Cemeteries > Fiction|Cemeteries > Juvenile fiction|Dead > Fiction|Dead > Juvenile fiction|Orphans > Fiction|Supernatural > Fiction|Supernatural > Juvenile fiction	813	American fiction > English (North America) > Literature		1		[2021-11-11]			4479754				
208333198	Percy Jackson and the Titan's Curse	1	Riordan, Rick	Author			Penguin (2007), Edition: First Edition, 304 pages	2007		4			Percy Jackson and the Titan's Curse by Rick Riordan (2007)	Hardcover	320 p.	0.97 pounds	8.5 inches	1.18 inches	5.75 inches	8.5 x 5.75 x 1.18 inches	320 				[2021-05-27]				Read but unowned	English	English	PZ7.R4829 T	[0141382899]	0141382899, 9780141382890	Animals, Mythical > Fiction|Artemis (Greek deity) > Fiction|Monsters > Fiction|Mythology, Greek > Fiction|Titans (Mythology) > Fiction	813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			2294891				
208333199	The Urban Monk: Eastern Wisdom and Modern Hacks to Stop Time and Find Success, Happiness, and Peace	5	Shojai, Pedram	Author			Rodale Books (2016), 288 pages	2016		4			The Urban Monk: Eastern Wisdom and Modern Hacks to Stop Time and Find Success, Happiness, and Peace by Pedram Shojai (2016)	Hardcover	288 p.; 9.2 inches	1.19490546004 pounds	9.2 inches	1 inch	6.2 inches	9.2 x 6.2 x 1 inches	288 				[2021-06-02]			nonfiction	Read but unowned	English	English	BQ5572 .S56	[1623366151]	1623366151, 9781623366155		158.1	Applied Psychology > Personal improvement and analysis > Philosophy and Psychology > Psychology		1	amazon.com books	[2021-11-11]			16997015				
208333200	The Lazy Genius Way: Embrace What Matters, Ditch What Doesn't, and Get Stuff Done	5	Adachi, Kendra	Author	Freeman, Emily P.	Foreword	WaterBrook (2020), 240 pages	2020		3			The Lazy Genius Way: Embrace What Matters, Ditch What Doesn't, and Get Stuff Done by Kendra Adachi (2020)	Hardcover	240 p.; 8.52 inches	0.75839018128 pounds	8.52 inches	0.84 inches	5.73 inches	8.52 x 5.73 x 0.84 inches	240 				[2021-06-14]				Read but unowned	English	English	BJ1496.A33	[0525653910]	0525653910, 9780525653912		158.1000	Applied Psychology > Personal improvement and analysis > Philosophy and Psychology > Psychology		1	amazon.com books	[2021-11-11]			24302199				
208333202	The Financial Diet	5	Fagan, Chelsea	Author	Hage, Lauren ver	Designer	Regan Arts. (2030), 208 pages	2030		3			The Financial Diet by Chelsea Fagan (2030)	Hardcover	208 p.						208 				[2021-05-28]			nonfiction	Read but unowned	English	English	HG179 .F324	[1682450570]	1682450570, 9781682450574		332.024	Economics > Finance > Miscellany And Personal Finance > Personal Finance > Social Sciences		1	amazon.com books	[2021-11-11]			20542996				
208333203	The Joy of Missing Out: Live More by Doing Less	5	Dalton, Tanya	Author			Thomas Nelson (2019), Edition: Illustrated, 240 pages	2019		3			The Joy of Missing Out: Live More by Doing Less by Tanya Dalton (2019)	Hardcover	240 p.; 9.3 inches	0.85759819918 pounds	9.3 inches	0.84 inches	6.2 inches	9.3 x 6.2 x 0.84 inches	240 				[2021-06-12]			nonfiction	Read but unowned	English	English	BJ1610.D35	[1400214335]	1400214335, 9781400214334		158.1082	Applied Psychology > Personal improvement and analysis > Philosophy and Psychology > Psychology > With Respect to Specific Groups		1	amazon.com books	[2021-11-11]			23328056				
208333204	The Motivation Code: Discover the Hidden Forces That Drive Your Best Work	5	Henry, Todd	Author	Miller, Joshua|Hall, Todd W.|Penner, Rod	Author|Author|Author	Portfolio (2020), 272 pages	2020		3			The Motivation Code: Discover the Hidden Forces That Drive Your Best Work by Todd Henry (2020)	Hardcover	272 p.; 9.28 inches	1.25 pounds	9.28 inches	0.98 inches	6.21 inches	9.28 x 6.21 x 0.98 inches	272 				[2021-06-03]			nonfiction	Read but unowned	English	English	HF5549.M63 H467	[059319165X]	059319165X, 9780593191651		650.101	Business > Management and auxiliary services > Personal success in business > Technology and Application of Knowledge		1	amazon.com books	[2021-11-11]			25464117				
208333205	Rich Dad's Cashflow Quadrant: Rich Dad's Guide to Financial Freedom	1	Kiyosaki, Robert T.	Author	Lechter, Sharon L.	Author	Business Plus (2000), Edition: First Printing, 272 pages	2000		2			Rich Dad's Cashflow Quadrant: Rich Dad's Guide to Financial Freedom by Robert T. Kiyosaki (2000)	Paperback	376 p.; 9 inches	0.7275254646 pounds	9 inches	0.875 inches	6.125 inches	9 x 6.125 x 0.875 inches	376 				[2021-06-22]			nonfiction	Read but unowned	English	English	HG179 .K563	[0446677477]	0446677477, 9780446677479	Finance, Personal|Finance, personal|Investments|Rich people|investments	332.02401	Economics > Finance > Miscellany And Personal Finance > Personal Finance > Social Sciences		1	amazon.com books	[2021-11-11]			46634				
208333207	The Tower of Nero (The Trials of Apollo, #5)	5	Riordan, Rick				Disney Hyperion, Kindle Edition, 528 pages	2020		4			The Tower of Nero (The Trials of Apollo, #5) by Rick Riordan (2020)	Ebook							528 				[2021-09-27]				Read but unowned		English	PZ7.R4829 T	[]			813.6	21st Century > American fiction > English (North America) > Literature		1		[2021-11-11]			17568809				
208333208	The Last Olympian (Percy Jackson and the Olympians, Book 5)	5	Riordan, Rick	Author			Disney Hyperion Books for Children (2009), Edition: Illustrated, 400 pages	2009		4			The Last Olympian (Percy Jackson and the Olympians, Book 5) by Rick Riordan (2009)	Hardcover	381 p.; 8.63 inches	1.25 pounds	8.625 inches	1.25 inches	6 inches	8.625 x 6 x 1.25 inches	381 				[2021-06-04]				Read but unowned	English	English	PZ7.R4829 L	[1423101472]	1423101472, 9781423101475		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			6185013				
208333210	The Behavioral Investor	5	Crosby, Daniel	Author			Harriman House (2018), Edition: 1, 282 pages	2018		3			The Behavioral Investor by Daniel Crosby (2018)	Hardcover	282 p.; 8.5 inches	1.2 pounds	8.5 inches	0.69 inches	5.5 inches	8.5 x 5.5 x 0.69 inches	282 				[2021-06-13]				Read but unowned	English	English		[0857196863]	0857196863, 9780857196866		332.6019	Economics > Finance > Investing > Psychology > Social Sciences > Theory And Instruction		1	amazon.com books	[2021-11-11]			20837049				
208333211	Lifespan: Why We Age―and Why We Don't Have To	1	Sinclair PhD, David A.	Author	LaPlante, Matthew D.	Author	Atria Books (2019), Edition: Illustrated, 432 pages	2019		2			Lifespan: Why We Age―and Why We Don't Have To by David A. Sinclair PhD (2019)	Hardcover	432 p.; 9 inches	1.35 pounds	9 inches	1.3 inches	6 inches	9 x 6 x 1.3 inches	432 				[2021-06-16]				Read but unowned	English	English	QH528 .S56	[1501191977]	1501191977, 9781501191978		570	Life Sciences > Life Sciences, Biology > Natural sciences and mathematics		1	amazon.com books	[2021-11-11]			23076242				
208333212	Calling Bullshit: The Art of Skepticism in a Data-Driven World	1	Bergstrom, Carl				Random House, Kindle Edition, 314 pages	2020		4			Calling Bullshit: The Art of Skepticism in a Data-Driven World by Carl Bergstrom (2020)	Ebook							314 				[2021-09-20]			nonfiction	Read but unowned				[]						1		[2021-11-11]			26775386				
208333215	The Power of Now: A Guide to Spiritual Enlightenment	5	Tolle, Eckhart	Author			New World Library (2004), 236 pages	2004		2			The Power of Now: A Guide to Spiritual Enlightenment by Eckhart Tolle (2004)	Paperback	229 p.; 8.5 inches	0.7 pounds	8.5 inches	0.6 inches	5.5 inches	8.5 x 5.5 x 0.6 inches	229 				[2021-06-28]			nonfiction	Read but unowned	English, German	English	BL624 .T64	[1577314808]	1577314808, 9781577314806	Réalisation de soi > Aspect religieux|Self-actualization (Psychology)|Self-actualization (psychology)|Self-realization > Religious aspects|Spiritual formation|Spiritual healing and spiritualism|Spiritual life|Spirituality|Spiritualité|spiritual life	204.4	Religion > Religions > Religious experience, life, practice > Religious life and practice		1	amazon.com books	[2021-11-11]			11451				
208333217	The Lost Hero (Heroes of Olympus, Book 1)	5	Riordan, Rick	Author			Disney-Hyperion (2010), Edition: 1st, 576 pages	2010		4			The Lost Hero (Heroes of Olympus, Book 1) by Rick Riordan (2010)	Hardcover	576 p.; 8.63 inches	1.7 pounds	8.625 inches	1.75 inches	6 inches	8.625 x 6 x 1.75 inches	576 				[2021-06-20]				Read but unowned	English	English	PZ7.R4829 L	[9781423113393]	9781423113393, 142311339X		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			9822197				
208333218	The Tyrant's Tomb (The Trials of Apollo, #4)	5	Riordan, Rick				Disney Hyperion, Kindle Edition, 448 pages	2019		4			The Tyrant's Tomb (The Trials of Apollo, #4) by Rick Riordan (2019)	Ebook							448 				[2021-09-20]				Read but unowned		English	PZ7.R4829 T	[]			813.6	21st Century > American fiction > English (North America) > Literature		1		[2021-11-11]			17568810				
208333219	Goodbye, Things: The New Japanese Minimalism	1	Sasaki, Fumio	Author			WW Norton (2017), Edition: Illustrated, 288 pages	2017		4			Goodbye, Things: The New Japanese Minimalism by Fumio Sasaki (2017)	Hardcover	259 p.; 8.6 inches	0.9 pounds	8.6 inches	0.9 inches	5.8 inches	8.6 x 5.8 x 0.9 inches	259 				[2021-06-13]			nonfiction	Read but unowned	English, French	English	BJ1496 .S25713	[0393609030]	0393609030, 9780393609035		179.9	Ethics > Humility - Liberality - Gentleness - Patience - Diligence - Charity - Modesty and other virtues > Other Ethical Topics  > Philosophy and Psychology		1	amazon.com books	[2021-11-11]			19222148				
208333220	The 21 Irrefutable Laws of Leadership: Follow Them and People Will Follow You	5	Maxwell, John C.	Author			Nelson Books an imprint of Thomas Nelson Publishers (1998), Edition: Abridged edition, 233 pages	1998		4			The 21 Irrefutable Laws of Leadership: Follow Them and People Will Follow You by John C. Maxwell (1998)	Hardcover	256 p.	1.15 pounds	9.1 inches	1.2 inches	6 inches	9.1 x 6 x 1.2 inches	256 				[2021-06-23]			nonfiction	Read but unowned	English	English	HD57 .M3937	[0785274316]	0785274316, 9780785274315	Gestion d'entreprise|Industrial management|Influence (Psychologie)|Influence (Psychology)|Influence (psychology)|Leadership|Success in business|Succ�es dans les affaires|industrial management|leadership|success in business	658.4092	Executive > Leadership > Management > Management and auxiliary services > Personal Aspects > Technology and Application of Knowledge		1	amazon.com books	[2021-11-11]			71626				
208333221	The Myths of Happiness: What Should Make You Happy, but Doesn't, What Shouldn't Make You Happy, but Does	5	Lyubomirsky, Sonja	Author			Penguin Press (2013), Edition: 12.4.2012, 320 pages	2013		3			The Myths of Happiness: What Should Make You Happy, but Doesn't, What Shouldn't Make You Happy, but Does by Sonja Lyubomirsky (2013)	Hardcover	320 p.						320 				[2021-07-05]			nonfiction	Read but unowned	English	English	BF575.H27 L983	[1594204373]	1594204373, 9781594204371		152.4	Emotions > Emotions And Senses > Philosophy and Psychology > Psychology		1	amazon.com books	[2021-11-11]			13351075				
208333222	The Almanack of Naval Ravikant: A Guide to Wealth and Happiness	5					Publisher Unknown, 244 pages			3			The Almanack of Naval Ravikant: A Guide to Wealth and Happiness	Other							244 				[2021-09-17]			nonfiction	Read but unowned			HG4515	[1544514204]	1544514204, 9781544514208		158.1	Applied Psychology > Personal improvement and analysis > Philosophy and Psychology > Psychology		1		[2021-11-11]			25446745				
208333223	Show Your Work!: 10 Ways to Share Your Creativity and Get Discovered	1	Kleon, Austin	Author			Workman Publishing Company (2014), Edition: Illustrated, 224 pages	2014		4			Show Your Work!: 10 Ways to Share Your Creativity and Get Discovered by Austin Kleon (2014)	Paperback	215 p.; 6 inches	0.6 pounds	6 inches	0.63 inches	6 inches	6 x 6 x 0.63 inches	215 				[2021-06-24]			nonfiction	Read but unowned	English	English	HF5381 .K5854	[076117897X]	076117897X, 9780761178972		650.1	Business > Management and auxiliary services > Personal success in business > Technology and Application of Knowledge		1	amazon.com books	[2021-11-11]			14561127				
208333224	Thinking, Fast and Slow	1	Kahneman, Daniel	Author			Farrar, Straus and Giroux (2011), Edition: 1, 512 pages	2011		3			Thinking, Fast and Slow by Daniel Kahneman (2011)	Hardcover	499 p.; 9.37 inches	1.7 pounds	9.37 inches	1.5598394 inches	6.35 inches	9.37 x 6.35 x 1.5598394 inches	499 				[2021-07-01]			nonfiction	Read but unowned	English	English	BF441 .K238	[0374275637]	0374275637, 9780374275631		153.4	Cognition And Memory > Philosophy and Psychology > Psychology > Thought, thinking, reasoning, intuition, value, judgment		1	amazon.com books	[2021-11-11]			11559588				
208333225	Outer Order, Inner Calm: Declutter & Organize to Make More Room for Happiness	1					Publisher Unknown, 208 pages			4			Outer Order, Inner Calm: Declutter & Organize to Make More Room for Happiness	Hardcover							208 				[2021-09-13]				Read but unowned		English	BF637.S4 R8283	[1984822802]	1984822802, 9781984822802		158	Applied Psychology > Philosophy and Psychology > Psychology		1		[2021-11-11]			22021200				
208333226	The Millionaire Fastlane: Crack the Code to Wealth and Live Rich for a Lifetime!	5	DeMarco, MJ	Author			Viperion Publishing (2011), Edition: Updated and Refreshed for the ed., 322 pages	2011		3			The Millionaire Fastlane: Crack the Code to Wealth and Live Rich for a Lifetime! by MJ DeMarco (2011)	Paperback	322 p.; 9 inches	1.00089866948 pounds	9 inches	0.76 inches	6 inches	9 x 6 x 0.76 inches	322 				[2021-06-21]			nonfiction	Read but unowned	English	English	HG179.D372	[0984358102]	0984358102, 9780984358106		332.024	Economics > Finance > Miscellany And Personal Finance > Personal Finance > Social Sciences		1	amazon.com books	[2021-11-11]			10940046				
208333227	Tiny Habits: The Small Changes That Change Everything	1	BJ Fogg, PhD	Author			Mariner Books (2019), Edition: Illustrated, 320 pages	2020		3			Tiny Habits: The Small Changes That Change Everything by PhD BJ Fogg (2020)	Hardcover	320 p.; 9 inches	0.97 pounds	9 inches	0.96 inches	6 inches	9 x 6 x 0.96 inches	320 				[2021-07-03]			nonfiction	Read but unowned	English	English	BF335 .F56	[0358003326]	0358003326, 9780358003328		158	Applied Psychology > Philosophy and Psychology > Psychology		1	amazon.com books	[2021-11-11]			23220746				
208333228	The Work-Life Balance Myth: Rethinking Your Optimal Balance for Success	5	McNeff, David J.				Publisher Unknown, Kindle Edition, null pages	2021		4			The Work-Life Balance Myth: Rethinking Your Optimal Balance for Success by David J. McNeff (2021)	Ebook							null 				[2021-09-12]			nonfiction	Read but unowned			HD4904.25 .M364	[]			650.1	Business > Management and auxiliary services > Personal success in business > Technology and Application of Knowledge		1		[2021-11-11]			25571719				
