Book Id	Title	Sort Character	Primary Author	Primary Author Role	Secondary Author	Secondary Author Roles	Publication	Date	Review	Rating	Comment	Private Comment	Summary	Media	Physical Description	Weight	Height	Thickness	Length	Dimensions	Page Count	LCCN	Acquired	Date Started	Date Read	Barcode	BCID	Tags	Collections	Languages	Original Languages	LC Classification	ISBN	ISBNs	Subjects	Dewey Decimal	Dewey Wording	Other Call Number	Copies	Source	Entry Date	From Where	OCLC	Work id	Lending Patron	Lending Status	Lending Start	Lending End
208333827	The Te of Piglet	5	Hoff, Benjamin	Author			Penguin Books (1993), 272 pages	1993					The Te of Piglet by Benjamin Hoff (1993)	Paperback	272 p.; 7.3 x 0.71 inches	0.44 pounds	0.71 inches	5.16 inches	7.3 inches	0.71 x 7.3 x 5.16 inches	272 								To read	English	English	PR6025.I65 Z69	[0140230165]	0140230165, 9780140230161	Children > Books and reading > Great Britain > History > 20th century|Children > Great Britain > History|Children's stories, English > History and criticism|Children's stories, English > History and criticism|Large Type Books|Large type books|Milne, A. A. (Alan Alexander), 1882-1956 > Characters|Milne, A. A. (Alan Alexander), 1882-1956 > Characters > Piglet|Milne, A. A. (Alan Alexander), 1882-1956 > Religion|Piglet (Fictitious character)|Size perception in literature|Taoism|Taoism in literature|taoism	299.514	By Region/Civilization > Of Asian Origin > Other Religions > Religions > Religions of Chinese Origin > Taoism		1	amazon.com books	[2021-11-11]			6059				
208333879	Beasts and Beauty: Dangerous Tales	1	Chainani, Soman	Author	Iredale, Julia	Illustrator	HarperCollins (2021), 336 pages	2021					Beasts and Beauty: Dangerous Tales by Soman Chainani (2021)	Hardcover	336 p.; 9.75 inches	1.55 pounds	9.75 inches	1 inch	6.5 inches	9.75 x 6.5 x 1 inches	336 								To read	English	English		[006265263X]	006265263X, 9780062652638					1	amazon.com books	[2021-11-11]			26262158				
208333880	City of Ghosts	1	Schwab, Victoria	Author			Scholastic Press (2018), 309 pages	2018					City of Ghosts by Victoria Schwab (2018)	Ebook	272 p.						272 								To read	English	English	PZ7.S39875 C	[]			813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			19879972				
208333882	Get a Life, Chloe Brown: A Novel (The Brown Sisters, 1)	1	Hibbert, Talia	Author			Avon (2019), 384 pages	2019					Get a Life, Chloe Brown: A Novel (The Brown Sisters, 1) by Talia Hibbert (2019)	Paperback	373 p.; 8 inches	0.65 pounds	8 inches	0.86 inches	5.31 inches	8 x 5.31 x 0.86 inches	373 							booktube	To read	English	English	PR6108.I334 G48	[0062941208]	0062941208, 9780062941206		823.92	2000- > English (not North America) > English fiction > Literature > Modern Period		1	amazon.com books	[2021-11-11]			23881812				
208333883	White Smoke	1	Jackson, Tiffany D	Author			KTegenBks (2021), 384 pages	2021					White Smoke by Tiffany D Jackson (2021)	Hardcover	384 p.; 8.57 inches	0.992080179 pounds	8.57 inches	1.33 inches	5.79 inches	8.57 x 5.79 x 1.33 inches	384 							booktube	To read	English	English		[006302909X]	006302909X, 9780063029095		813.00	American fiction > Anthologies and Criticism > English (North America) > Literature		1	amazon.com books	[2021-11-11]			26291166				
208333884	The Death of Jane Lawrence: A Novel	5	Starling, Caitlin	Author			St. Martin's Press (2021), 368 pages	2021					The Death of Jane Lawrence: A Novel by Caitlin Starling (2021)	Hardcover	368 p.; 9.24 inches	1.25 pounds	9.24 inches	1.21 inches	6.34 inches	9.24 x 6.34 x 1.21 inches	368 							booktube	To read	English	English	PS3619.T3747 D43	[1250272580]	1250272580, 9781250272584		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			24621679				
208333885	The Wisteria Society of Lady Scoundrels (Dangerous Damsels)	5	Holton, India	Author			Berkley (2021), 336 pages	2021					The Wisteria Society of Lady Scoundrels (Dangerous Damsels) by India Holton (2021)	Paperback	336 p.; 8.23 inches	0.62 pounds	8.23 inches	0.91 inches	5.49 inches	8.23 x 5.49 x 0.91 inches	336 							booktube	To read	English	English	PR9639.H66 W57	[0593200160]	0593200160, 9780593200162		823.914	1901-1999 > 1945-1999 > English (not North America) > English fiction > Literature > Modern Period		1	amazon.com books	[2021-11-11]			25758131				
208333886	In My Dreams I Hold a Knife: A Novel	1	Winstead, Ashley	Author			Sourcebooks Landmark (2021), 352 pages	2021					In My Dreams I Hold a Knife: A Novel by Ashley Winstead (2021)	Hardcover	368 p.; 9.25 inches	1.28 pounds	9.25 inches	1.13 inches	6.25 inches	9.25 x 6.25 x 1.13 inches	368 							booktube	To read	English	English	PS3623.I6646 I5	[172822988X]	172822988X, 9781728229881		813.6000	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			26024585				
208333887	Bunny: A Novel	1	Awad, Mona	Author			Viking (2019), 320 pages	2019					Bunny: A Novel by Mona Awad (2019)	Hardcover	307 p.; 9.2 inches	1.15 pounds	9.2 inches	1.1 inches	6.24 inches	9.2 x 6.24 x 1.1 inches	307 							booktube	To read	English	English	PS3601.W35	[0525559736]	0525559736, 9780525559733		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			22744305				
208333888	The Duke Heist (The Wild Wynchesters, 1)	5	Ridley, Erica	Author			Forever (2021), 352 pages	2021					The Duke Heist (The Wild Wynchesters, 1) by Erica Ridley (2021)	Paperback	332 p.; 7.05 inches	0.43 pounds	7.05 inches	1 inch	4.8 inches	7.05 x 4.8 x 1 inches	332 							booktube	To read	English	English		[1538719525]	1538719525, 9781538719527		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			25311338				
208333890	Under the Whispering Door	1	Klune, TJ	Author			Tor Books (2021), 384 pages	2021					Under the Whispering Door by TJ Klune (2021)	Hardcover	373 p.; 8.67 inches	0.97 pounds	8.67 inches	1.26 inches	5.7200673 inches	8.67 x 5.7200673 x 1.26 inches	373 							booktube	To read	English	English	PS3611.L86 U53	[1250217342]	1250217342, 9781250217349		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			24876955				
208333891	Kill Creek	1	Scott, Thomas	Author			Inkshares (2017), 432 pages	2017					Kill Creek by Thomas Scott (2017)	Paperback	416 p.; 8.25 inches	1.06 pounds	8.25 inches	1.25 inches	6 inches	8.25 x 6 x 1.25 inches	416 							booktube	To read	English	English	PS3620.H65	[1942645821]	1942645821, 9781942645825		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			19787238				
208333892	Orphan Monster Spy	1	Killeen, Matt	Author			Viking Books for Young Readers (2018), 432 pages	2018					Orphan Monster Spy by Matt Killeen (2018)	Hardcover	423 p.; 9.31 inches		9.31 inches	1.19 inches	6.44 inches	9.31 x 6.44 x 1.19 inches	423 							booktube	To read	English	English	PZ7.K5475 O	[0451478738]	0451478738, 9780451478733		823.92	2000- > English (not North America) > English fiction > Literature > Modern Period		1	amazon.com books	[2021-11-11]			20572575				
208333893	Normal People: A Novel	1	Rooney, Sally	Author			Hogarth (2019), Edition: Later Printing, 288 pages	2019					Normal People: A Novel by Sally Rooney (2019)	Hardcover	273 p.; 8.6 inches	0.9 pounds	8.6 inches	0.99 inches	5.8 inches	8.6 x 5.8 x 0.99 inches	273 							booktube	To read	English	English	PR6118.O59	[1984822179]	1984822179, 9781984822178		823.92	2000- > English (not North America) > English fiction > Literature > Modern Period		1	amazon.com books	[2021-11-11]			21711313				
208333894	These Violent Delights	1	Gong, Chloe	Author			Margaret K. McElderry Books (2020), 464 pages	2020					These Violent Delights by Chloe Gong (2020)	Hardcover	449 p.; 9 inches	1.38 pounds	9 inches	1.5 inches	6 inches	9 x 6 x 1.5 inches	449 								To read	English	English	PZ7.G65218 T 220	[1534457690]	1534457690, 9781534457690		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			24038182				
208333895	Stalking Jack the Ripper: 1	1	Maniscalco, Kerri	Author	Patterson, James	Introduction	Little, Brown Young Readers US (2016), Edition: Illustrated, 336 pages	2016					Stalking Jack the Ripper: 1 by Kerri Maniscalco (2016)	Hardcover	327 p.; 9.38 inches	1.1794731017 pounds	9.375 inches	1.25 inches	6.375 inches	9.375 x 6.375 x 1.25 inches	327 							booktube	To read	English	English	PZ7.M3648 S	[031627349X]	031627349X, 9780316273497		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			17708574				
208333896	Hummingbird Salamander: A Novel	1	VanderMeer, Jeff	Author			MCD (2021), Edition: First Edition, 368 pages	2021					Hummingbird Salamander: A Novel by Jeff VanderMeer (2021)	Hardcover	351 p.; 8.59 inches	1.06 pounds	8.59 inches	1.19 inches	5.6999886 inches	8.59 x 5.6999886 x 1.19 inches	351 								To read	English	English	PS3572.A4284	[0374173540]	0374173540, 9780374173548		813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			24839490				
208333897	The Tiger at Midnight (Tiger at Midnight, 1)	5	Teerdhala, Swati	Author			Katherine Tegen Books (2019), 496 pages	2019					The Tiger at Midnight (Tiger at Midnight, 1) by Swati Teerdhala (2019)	Hardcover	487 p.; 8.25 inches	1.2 pounds	8.25 inches	1.49 inches	5.5 inches	8.25 x 5.5 x 1.49 inches	487 								To read	English	English	PZ7.T4473 T	[0062869213]	0062869213, 9780062869210		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			22139931				
208333898	Mrs. March: A Novel	1	Feito, Virginia	Author			Liveright (2021), 304 pages	2021					Mrs. March: A Novel by Virginia Feito (2021)	Hardcover	304 p.; 8.6 inches	0.92 pounds	8.6 inches	1.1 inches	5.8 inches	8.6 x 5.8 x 1.1 inches	304 							booktube	To read	English	English	PR9155.F45 M77	[1631498614]	1631498614, 9781631498619		823.92	2000- > English (not North America) > English fiction > Literature > Modern Period		1	amazon.com books	[2021-11-11]			26215729				
208333900	Faye, Faraway	1	Fisher, Helen	Author			Gallery Books (2021), 304 pages	2021					Faye, Faraway by Helen Fisher (2021)	Hardcover	296 p.; 9 inches	1 pound	9 inches	1.3 inches	6 inches	9 x 6 x 1.3 inches	296 							booktube	To read	English	English	PS3606.I774 S63	[1982142677]	1982142677, 9781982142674		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			25378216				
208333901	The Black Death (Manchester Medieval Sources)	5	Horrox, Rosemary	Author			Manchester University Press (1994), Edition: 1, 384 pages	1994					The Black Death (Manchester Medieval Sources) by Rosemary Horrox (1994)	Paperback	384 p.; 8.51 inches	1.1 pounds	8.51 inches	1.18 inches	5.49 inches	8.51 x 5.49 x 1.18 inches	384 							booktube	To read	English	English	RC178.A1 B58	[0719034981]	0719034981, 9780719034985	Black death > Europe > History|Medicine, Medieval	614.494	Contagious and infectious diseases > Epidemics; Plagues > Medicine and health > Public Health > Technology and Application of Knowledge		1	amazon.com books	[2021-11-11]			725789				
208333902	The Haunting of Hill House	5	Jackson, Shirley	Auteur	Miller, Laura	Introduction	Penguin Classics (2006), 208 pages	2006					The Haunting of Hill House by Shirley Jackson (2006)	Paperback	182 p.; 7.73 inches	0.35 pounds	7.73 inches	0.52 inches	5.07 inches	7.73 x 5.07 x 0.52 inches	182 							booktube	To read	English	English	PS3519.A392	[0143039989]	0143039989, 9780143039983	Gothic fiction|Haunted houses > Fiction|Horror fiction|Psychological fiction	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			5466				
208333903	They'll Never Catch Us	1	Goodman, Jessica	Author			Razorbill (2021), 336 pages	2021					They'll Never Catch Us by Jessica Goodman (2021)	Hardcover	284 p.; 8.53 inches	0.98767093376 pounds	8.53 inches	1.14 inches	5.81 inches	8.53 x 5.81 x 1.14 inches	284 							booktube	To read	English	English	PZ7.G6542 T	[0593114329]	0593114329, 9780593114322		813.00	American fiction > Anthologies and Criticism > English (North America) > Literature		1	amazon.com books	[2021-11-11]			26247080				
208333904	Vampire Academy	1	Mead, Richelle	Author			Razorbill (2007), Edition: Later Printing, 352 pages	2007					Vampire Academy by Richelle Mead (2007)	Paperback	332 p.; 8.25 inches	0.75618555866 pounds	8.25 inches	0.91 inches	5.5 inches	8.25 x 5.5 x 0.91 inches	332 							booktube	To read	English	English	PZ7.M478897 V	[159514174X]	159514174X, 9781595141743	High Schools > Fiction|High schools > Fiction|High schools > Juvenile fiction|Kings, queens, rulers, etc. > Fiction|Magic > Fiction|Magic > Juvenile Fiction|Magic > Juvenile fiction|Schools > Fiction|Schools > fiction|Social classes > Fiction|Social classes > Juvenile fiction|Vampires > Fiction|Vampires > Juvenile fiction	813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			2936695				
208333905	Age of Assassins (The Wounded Kingdom, 1)	1	Barker, RJ	Author			Orbit (2017), Edition: 1, 432 pages	2017					Age of Assassins (The Wounded Kingdom, 1) by RJ Barker (2017)	Paperback	408 p.; 8.25 inches	0.8 pounds	8.25 inches	1.125 inches	5.5 inches	8.25 x 5.5 x 1.125 inches	408 							booktube	To read	English	English	PR6102.A76346 A74	[9780316466493]	9780316466493, 0316466492		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			19699929				
208333906	Along the Saltwise Sea (The Up-and-Under, 2)	1	Baker, A. Deborah	Author			Tordotcom (2021), Edition: 1, 208 pages	2021					Along the Saltwise Sea (The Up-and-Under, 2) by A. Deborah Baker (2021)	Hardcover	193 p.; 8 inches		8 inches		5 inches	8 x 5 inches	193 							booktube	To read	English	English	PS3607.R36395	[1250768284]	1250768284, 9781250768285		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			25997622				
208333907	Velvet Was the Night	1	Moreno-Garcia, Silvia	Author			Del Rey (2021), Edition: 1st, 304 pages	2021					Velvet Was the Night by Silvia Moreno-Garcia (2021)	Hardcover	289 p.; 9.7 inches	1.15 pounds	9.7 inches	1 inch	6.45 inches	9.7 x 6.45 x 1 inches	289 							booktube	To read	English	English	PR9199.M656174 V45	[0593356829]	0593356829, 9780593356821		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			25974546				
208333908	Pretty Girls: A Novel	1	Slaughter, Karin	Author			HarperLuxe (2015), Edition: Large type / Large print, 688 pages	2015					Pretty Girls: A Novel by Karin Slaughter (2015)	Paperback	688 p.; 9 inches	1.5 pounds	9 inches	1.38 inches	6 inches	9 x 6 x 1.38 inches	688 							booktube	To read	English	English	PS3569.L275 P74	[0062430874]	0062430874, 9780062430878		813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			14628671				
208333909	The Near Witch	5	Schwab, Victoria	Author			Hyperion Book CH (2011), Edition: First Edition, 288 pages	2011					The Near Witch by Victoria Schwab (2011)	Hardcover	284 p.; 8.25 inches	0.6 pounds	8.25 inches		5.5 inches	8.25 x 5.5 inches	284 							booktube	To read	English	English	PZ7.S39875 N	[1423137876]	1423137876, 9781423137870		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			10226011				
208333910	Fan Fiction: A Mem-Noir: Inspired by True Events	1	Spiner, Brent	Author	Darst, Jeanne	Primary Contributor	St. Martin's Press (2021), 256 pages	2021					Fan Fiction: A Mem-Noir: Inspired by True Events by Brent Spiner (2021)	Hardcover	256 p.; 8.89 inches	0.97 pounds	8.89 inches	0.94488 inches	6.26 inches	8.89 x 6.26 x 0.94488 inches	256 							booktube	To read	English	English		[1250274362]	1250274362, 9781250274366		813.6000	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			26609144				
208333911	Muse of Nightmares	1	Taylor, Laini	Autore			Little Brown & Co (2018), 522 pages	2018					Muse of Nightmares by Laini Taylor (2018)	Hardcover	522 p.; 9.35 inches	1.66 pounds	9.35 inches	2.05 inches	6.55 inches	9.35 x 6.55 x 2.05 inches	522 							booktube	To read	English	English	PZ7.T214826 M	[0316341711]	0316341711, 9780316341714		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			16183008				
208333912	The Bone Shard Emperor (The Drowning Empire, 2)	5	Stewart, Andrea	Autor			Orbit (2021), 560 pages	2021					The Bone Shard Emperor (The Drowning Empire, 2) by Andrea Stewart (2021)	Hardcover	560 p.; 9.5 inches	1.78 pounds	9.5 inches	1.75 inches	6.375 inches	9.5 x 6.375 x 1.75 inches	560 							booktube	To read	English			[0316541508]	0316541508, 9780316541503		813.00	American fiction > Anthologies and Criticism > English (North America) > Literature		1	amazon.com books	[2021-11-11]			25810823				
208333913	Watch Over Me	1	LaCour, Nina	Author			Dutton Books for Young Readers (2020), 272 pages	2020					Watch Over Me by Nina LaCour (2020)	Hardcover	272 p.; 8.06 inches	0.7 pounds	8.06 inches	0.87 inches	5.31 inches	8.06 x 5.31 x 0.87 inches	272 							booktube	To read	English	English	PZ7.L13577 W	[0593108973]	0593108973, 9780593108970		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			24683523				
208333914	Sheets	1	Thummler, Brenna	Author	Thummler, Brenna	Artist	Oni Press (2020), Edition: Illustrated, 240 pages	2020					Sheets by Brenna Thummler (2020)	Paperback	239 p.; 8.5 inches	1.19931470528 pounds	8.5 inches	0.8 inches	6 inches	8.5 x 6 x 0.8 inches	239 							graphic novels, booktube	To read	English	English	PZ7.T54 S	[194130267X]	194130267X, 9781941302675		741	Arts and Recreation > Drawing &  drawings > Drawing and decorative arts		1	amazon.com books	[2021-11-11]			21625069				
208333915	Girls of Paper and Fire	1	Ngan, Natasha	Author	Patterson, James	Foreword	Jimmy Patterson (2018), Edition: 1st, 400 pages	2018					Girls of Paper and Fire by Natasha Ngan (2018)	Hardcover	385 p.; 9.4 inches	1.3 pounds	9.4 inches	1.6 inches	6.4 inches	9.4 x 6.4 x 1.6 inches	385 							booktube	To read	English	English	PZ7.N48845	[0316561363]	0316561363, 9780316561365		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			20678369				
208333916	All This Time	1	Daughtry, Mikki	Author	Lippincott, Rachael	Author	Simon & Schuster Books for Young Readers (2020), 336 pages	2020					All This Time by Mikki Daughtry (2020)	Hardcover	336 p.; 8.25 inches	0.9 pounds	8.25 inches	1.2 inches	5.5 inches	8.25 x 5.5 x 1.2 inches	336 							booktube	To read	English	English	PZ7.D335812 A	[1534466347]	1534466347, 9781534466340		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			24863525				
208333917	Pax	1	Pennypacker, Sara	Author	Klassen, Jon	Illustrator	Balzer   Bray (2016), Edition: 1st, 288 pages	2016					Pax by Sara Pennypacker (2016)	Hardcover	224 p.; 7.75 inches	0.85 pounds	7.75 inches	1.05 inches	5.5 inches	7.75 x 5.5 x 1.05 inches	224 							booktube	To read	English	English	PZ7.P3856 P	[0062377019]	0062377019, 9780062377012		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			16112078				
208333918	The Jasmine Project	5	Ireland, Meredith	Author			Simon & Schuster Books for Young Readers (2021), 400 pages	2021					The Jasmine Project by Meredith Ireland (2021)	Hardcover	400 p.; 8.25 inches	1.05 pounds	8.25 inches	1.3 inches	5.5 inches	8.25 x 5.5 x 1.3 inches	400 							booktube	To read	English	English	PZ7.I743 J	[1534477020]	1534477020, 9781534477025		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			26077000				
208333919	Roxy	1	Shusterman, Neal	Author	Shusterman, Jarrod	Author	Simon & Schuster Books for Young Readers (2021), 384 pages	2021					Roxy by Neal Shusterman (2021)	Hardcover	384 p.; 8.25 inches		8.25 inches	1.3 inches	5.5 inches	8.25 x 5.5 x 1.3 inches	384 							booktube	To read	English	English		[1534451250]	1534451250, 9781534451254					1	amazon.com books	[2021-11-11]			26644106				
208333920	The Dangers of Smoking in Bed: Stories	5	Enriquez, Mariana	Author	McDowell, Megan	Translator	Hogarth (2021), 208 pages	2021					The Dangers of Smoking in Bed: Stories by Mariana Enriquez (2021)	Hardcover	208 p.; 8.59 inches	0.75 pounds	8.59 inches	0.84 inches	5.7 inches	8.59 x 5.7 x 0.84 inches	208 							booktube	To read	English	Spanish	PQ7798.N75 A2	[0593134079]	0593134079, 9780593134078		863.7	21st Century > Literature > Spanish and Portuguese > Spanish fiction		1	amazon.com books	[2021-11-11]			9255117				
208333921	For All Time	1	Miles, Shanna	Author			Simon & Schuster Books for Young Readers (2021), 368 pages	2021					For All Time by Shanna Miles (2021)	Hardcover	368 p.; 8.25 inches		8.25 inches	1.3 inches	5.5 inches	8.25 x 5.5 x 1.3 inches	368 							booktube	To read	English	English		[153448597X]	153448597X, 9781534485976					1	amazon.com books	[2021-11-11]			25813687				
208333922	Prisoner (Criminals & Captives)	1	Warren, Skye	Author	Martin, Annika	Author	(2014), 412 pages	2014					Prisoner (Criminals & Captives) by Skye Warren (2014)	Ebook	310 p.						310 							booktube	To read	English	English		[]			813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			15449813				
208333923	Winter's Orbit	1	Maxwell, Everina	Author			Tor Books (2022), 432 pages	2022					Winter's Orbit by Everina Maxwell (2022)	Paperback	432 p.						432 							booktube	To read	English	English	PR6113.A9823 W56	[125075884X]	125075884X, 9781250758842		823.92	2000- > English (not North America) > English fiction > Literature > Modern Period		1	amazon.com books	[2021-11-11]			24839468				
208333924	Beasts of Prey	1	Gray, Ayana	Author			G.P. Putnam's Sons Books for Young Readers (2021), 496 pages	2021					Beasts of Prey by Ayana Gray (2021)	Hardcover	496 p.; 8.56 inches	1.3 pounds	8.56 inches	1.56 inches	5.75 inches	8.56 x 5.75 x 1.56 inches	496 							booktube	To read	English	English		[0593405684]	0593405684, 9780593405680		813.00	American fiction > Anthologies and Criticism > English (North America) > Literature		1	amazon.com books	[2021-11-11]			25813695				
208333925	The City of Brass: A Novel (The Daevabad Trilogy)	5	Chakraborty, S. A	Author			Harper Voyager (2017), 544 pages	2017					The City of Brass: A Novel (The Daevabad Trilogy) by S. A Chakraborty (2017)	Hardcover	533 p.; 9 inches	1.54 pounds	9 inches	1.34 inches	6 inches	9 x 6 x 1.34 inches	533 							booktube	To read	English	English	PS3603.H33555 C58	[0062678108]	0062678108, 9780062678102		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			19640942				
208333926	Certain Dark Things: A Novel	1	Moreno-Garcia, Silvia	Author			Tor Nightfire (2021), 272 pages	2021					Certain Dark Things: A Novel by Silvia Moreno-Garcia (2021)	Paperback	272 p.; 8.22 inches	0.52 pounds	8.2200623 inches	0.7350379 inches	5.4598316 inches	8.2200623 x 5.4598316 x 0.7350379 inches	272 							booktube	To read	English	English	PR9199.M656174 C47	[1250785588]	1250785588, 9781250785589		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			17043970				
208333927	Once Upon a Broken Heart (Once Upon a Broken Heart, 1)	1	Garber, Stephanie	Author			Flatiron Books (2021), 416 pages	2021					Once Upon a Broken Heart (Once Upon a Broken Heart, 1) by Stephanie Garber (2021)	Hardcover	408 p.; 9.61 inches	1.4109584768 pounds	9.60628 inches	1.45669 inches	6.45668 inches	9.60628 x 6.45668 x 1.45669 inches	408 							booktube	To read	English	English	PZ7.G368 O	[1250268397]	1250268397, 9781250268396		813.00	American fiction > Anthologies and Criticism > English (North America) > Literature		1	amazon.com books	[2021-11-11]			26068709				
208333928	Blackout	1	Clayton, Dhonielle	Author	Yoon, Nicola|Thomas, Angie|Stone, Nic|Woodfolk, Ashley|Jackson, Tiffany D	Author|Author|Author|Author|Author	Quill Tree Books (2021), 256 pages	2021					Blackout by Dhonielle Clayton (2021)	Hardcover	256 p.; 8.25 inches	0.75 pounds	8.25 inches	0.89 inches	5.5 inches	8.25 x 5.5 x 0.89 inches	256 							booktube	To read	English	English	PZ5 .B499	[0063088096]	0063088096, 9780063088092		813.00	American fiction > Anthologies and Criticism > English (North America) > Literature		1	amazon.com books	[2021-11-11]			25738766				
208333930	It All Comes Back to You	1	Rishi, Farah Naz	Author			Quill Tree Books (2021), 429 pages	2021					It All Comes Back to You by Farah Naz Rishi (2021)	Ebook	432 p.						432 							booktube	To read	English			[]			813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			26161615				
208333931	Tuff: A Novel	1	Beatty, Paul	Author			Anchor (2001), 272 pages	2001					Tuff: A Novel by Paul Beatty (2001)	Paperback	272 p.; 8 inches	0.47 pounds	8 inches	0.6 inches	5.2 inches	8 x 5.2 x 0.6 inches	272 							booktube	To read	English	English	PS3552.E19 T84	[0385721110]	0385721110, 9780385721110	African Americans > Fiction|New York (N.Y.) > Fiction	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			83969				
208333932	Epidemics and Society: From the Black Death to the Present (Open Yale Courses)	1	Snowden, Frank M.	Author			Yale University Press (2019), Edition: 1, 600 pages	2019					Epidemics and Society: From the Black Death to the Present (Open Yale Courses) by Frank M. Snowden (2019)	Hardcover	600 p.; 9.25 inches	2.20462262 pounds	9.2499815 inches	1.56251656 inches	6.1247909 inches	9.2499815 x 6.1247909 x 1.56251656 inches	600 							booktube	To read	English	English	RA649 .S66	[0300192215]	0300192215, 9780300192216		614.49	Contagious and infectious diseases > Epidemics; Plagues > Medicine and health > Public Health > Technology and Application of Knowledge		1	amazon.com books	[2021-11-11]			23852610				
208333933	The Disordered Cosmos: A Journey into Dark Matter, Spacetime, and Dreams Deferred	5	Prescod-Weinstein, Chanda	Author			Bold Type Books (2021), 336 pages	2021					The Disordered Cosmos: A Journey into Dark Matter, Spacetime, and Dreams Deferred by Chanda Prescod-Weinstein (2021)	Hardcover	320 p.; 9.9 inches	1.1904962148 pounds	9.9 inches	1.4 inches	6.35 inches	9.9 x 6.35 x 1.4 inches	320 							booktube	To read	English	English	QB461 .P735	[1541724704]	1541724704, 9781541724709		523.01	Astronomical objects and astrophysics > Astronomy > Astrophysics > Astrophysics > Natural sciences and mathematics		1	amazon.com books	[2021-11-11]			25403907				
208333934	The Wolf Den	5	Harper, Elodie	Author			Apollo (2021)	2021					The Wolf Den by Elodie Harper (2021)	Hardcover	464 p.; 9.33 x 6.14 inches		6.14172 inches	1.73228 inches	9.33069 inches	6.14172 x 9.33069 x 1.73228 inches	464 							booktube, retelling	To read	English	English		[1838933530]	1838933530, 9781838933531		823.92	2000- > English (not North America) > English fiction > Literature > Modern Period		1	amazon.com books	[2021-11-11]			26173217				
208333935	The Love Hypothesis	5	Hazelwood, Ali	Author			Penguin Publishing Group (2021), 384 pages	2021					The Love Hypothesis by Ali Hazelwood (2021)	Paperback	352 p.; 8.16 inches	0.67020527648 pounds	8.16 inches	1.08 inches	5.43 inches	8.16 x 5.43 x 1.08 inches	352 							booktube, fiction	To read	English	English	PS3608.A98845 L68	[0593336828]	0593336828, 9780593336823		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			26206364				
208333936	Aurora Rising (The Aurora Cycle)	1	Kaufman, Amie	Author	Kristoff, Jay	Author	Knopf Books for Young Readers (2019), 480 pages	2019					Aurora Rising (The Aurora Cycle) by Amie Kaufman (2019)	Hardcover	473 p.; 8.56 inches	1.32 pounds	8.56 inches	1.56 inches	5.88 inches	8.56 x 5.88 x 1.56 inches	473 							booktube	To read	English	English	PZ7.K1642 A	[1524720968]	1524720968, 9781524720964		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			20621492				
